Lfd.-Nr.:;Objektname;BNr.:;Sorte botanisch;Objekt_Nr;Objektname_Zusatz;Baumrevier;Produkt;Sorte deutsch;örtlicher Bezug;HausNr.:;Hausnr Zusatz;Hochwert;Rechtswert;Status Baumstandort;Schadstufe;Pflegekategorie;Datum_Erfassung;Bemerkung;Pflanzjahr;Standalter;Stammanzahl;Stammumfang;Stammdurchmesser;Pflegestufe;letzte_Kontrolle_am;nächste_Regelkontrolle;letzte_Kontrolle_von;Fälldatum;Fällgrund;Baumscheibenfläche;Baumhöhe;Kronendurchmesser;Baumscheibenbreite;Baumscheibenlänge;Baumscheibenradius;Baumscheibenoberfläche;Unterpflanzung;Standort;Einfassung;Wassersack;Giessring
13;Alt-Stralau;18;18 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 47;;;5817035.664;396298.1189;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;49;16;2 Pflegestufe 2 (Standard);30.01.20;28.01.21;BeckerM Martin;;;6;7;3;;;;;;Baumscheibe;;FALSCH;FALSCH
14;Alt-Stralau;19;19 Platanus acerifolia (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Ahornblättrige Platane;Tief. 46;;;5817048.841;396272.9719;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";1955;65;1;191;61;2 Pflegestufe 2 (Standard);30.01.20;28.01.21;BeckerM Martin;;;11.2;12;12.5;;;;;;Baumscheibe;;FALSCH;FALSCH
15;Alt-Stralau;21;21 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 49;;;5817083.62;396210.9331;aktiv;4 sehr geschädigt / Schädigungsgrad 61- 90%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;66;21;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;18 abgestorben;8.1;7;4;;;;;;Baumscheibe;;FALSCH;FALSCH
16;Alt-Stralau;23;23 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 50;;;5817105.942;396177.8908;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;56;18;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;8.1;7;2;;;;;;Baumscheibe;;FALSCH;FALSCH
17;Alt-Stralau;24;24 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 51;;;5817120.259;396155.4111;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;87;28;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;9.45;7;4;;;;;;Baumscheibe;;FALSCH;FALSCH
18;Alt-Stralau;25;25 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 52-53;;;5817127.596;396145.2326;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;89;28;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;8.1;7;4.5;;;;;;Baumscheibe;;FALSCH;FALSCH
19;Alt-Stralau;26;26 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;;;;5817133.87;396135.2989;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;01.08.12;18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte);2009;11;1;41;13;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;;;;;;;;;;;FALSCH;FALSCH
20;Alt-Stralau;27;27 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 54;;;5817148.583;396112.8268;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;60;19;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;6;7;2.5;;;;;;Baumscheibe;;FALSCH;FALSCH
21;Alt-Stralau;28;28 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. ggü. 12;;;5817160.986;396093.6175;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;45;14;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;5;7;2.5;;;;;;Baumscheibe;;FALSCH;FALSCH
22;Alt-Stralau;29;29 Platanus acerifolia (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Ahornblättrige Platane;GGÜ. TIEF. NR. 11;;;5817173.031;396079.2959;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;14.09.93;"14.09.1993 Notiz: Baum ohne Nummer.
14.09.1993 Baumscheibe. Größe [m²]: Baum steht auf 1.5 m breitem Streifen.
14.09.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
14.09.1993 Wurzelraum beeinträchtigt: trächtigt.
04.04.2001 Baumscheibe. Größe [m²]: VERGRÖSSERT 2000
27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";1969;51;1;135;43;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;8;12;8.5;;;;;;Baumscheibe;;FALSCH;FALSCH
23;Alt-Stralau;30;30 Platanus acerifolia (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Ahornblättrige Platane;GGÜ. TIEF. NR. 10;;;5817186.345;396067.7762;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;14.09.93;"14.09.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
14.09.1993 Gefahr im Verkehrsraumprofil: Gefahr im Verkehrsraumprofil Gehweg.
14.09.1993 Wurzelraum beeinträchtigt: trächtigt.
04.04.2001 Baumscheibe. Größe [m²]: VERGRÖSSERT 2000
27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";1983;37;1;100;32;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;8;7;5.5;;;;;;Baumscheibe;;FALSCH;FALSCH
24;Alt-Stralau;31;31 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 58-59;;;5817199.104;396057.7008;aktiv;5 absterbend bis tot / Schädigungsgrad 91-100%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2001;19;1;39;12;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;18 abgestorben;8.1;7;3;;;;;;Baumscheibe;;FALSCH;FALSCH
25;Alt-Stralau;33;33 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 58-59;;;5817220.353;396039.3217;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;50;16;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;8.1;7;4.5;;;;;;Baumscheibe;;FALSCH;FALSCH
26;Alt-Stralau;34;34 Platanus acerifolia (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Ahornblättrige Platane;hnr. 60/krachtstrasse;;;5817252.647;396010.5695;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;14.09.93;"14.09.1993 Notiz: Baum ohne Nummer.
14.09.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
14.09.1993 Wurzelraum beeinträchtigt: trächtigt.
04.04.2001 Baumscheibe. Größe [m²]: VERGRÖSSERT 2000
27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";1967;53;1;154;49;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;10;12;9;;;;;;Baumscheibe;;FALSCH;FALSCH
27;Alt-Stralau;35;35 Platanus acerifolia (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Ahornblättrige Platane;Tief. Nr. 60;;;5817262.07;396002.0185;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;14.09.93;"14.09.1993 Notiz: Baum ohne Nummer.
14.09.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
14.09.1993 Wurzelraum beeinträchtigt: trächtigt.
04.04.2001 Baumscheibe. Größe [m²]: VERGRÖSSERT 2000
27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";1977;43;1;124;39;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;7.5;12;7.5;;;;;;Baumscheibe;;FALSCH;FALSCH
28;Alt-Stralau;36;36 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 62;;;5817274.015;395992.9856;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;57;18;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;6.25;7;3;;;;;;;;FALSCH;FALSCH
29;Alt-Stralau;37;37 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. Nr. 61;;;5817287.598;395981.207;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;101;32;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;7.5;7;4;;;;;;Baumscheibe;;FALSCH;FALSCH
30;Alt-Stralau;38;38 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;hnr. 61/glasbläserallee;;;5817296.2;395974.0953;aktiv;5 absterbend bis tot / Schädigungsgrad 91-100%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2001;19;1;42;13;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;18 abgestorben;16.2;7;4.5;;;;;;Baumscheibe;;FALSCH;FALSCH
31;Alt-Stralau;39;39 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Nr. 63 - 67;;;5817322.702;395950.7885;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;09.08.06;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;95;30;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;6;7;4;;;;;;Baumscheibe;;FALSCH;FALSCH
32;Alt-Stralau;40;40 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 63-67;;;5817331.727;395942.23;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;80;25;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;7.5;7;4;;;;;;Baumscheibe;;FALSCH;FALSCH
33;Alt-Stralau;41;41 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 63-67;;;5817343.824;395932.142;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;64;20;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;7.5;7;4;;;;;;Baumscheibe;;FALSCH;FALSCH
34;Alt-Stralau;42;42 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 63-67;;;5817355.797;395921.6556;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;46;15;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;7.5;7;3;;;;;;Baumscheibe;;FALSCH;FALSCH
35;Alt-Stralau;43;43 Quercus spec. (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Eiche;;;;5817368.573;395910.6547;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;03.02.14;18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte);2014;6;1;24;8;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;;4;1.5;;;;;;;;FALSCH;FALSCH
36;Alt-Stralau;44;44 Quercus myrsinifolia (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Eiche;;;;5817379.863;395901.2123;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;10.03.14;;2014;6;1;25;8;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;;4;1.5;;;;;;;;FALSCH;FALSCH
37;Alt-Stralau;45;45 Platanus acerifolia (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Ahornblättrige Platane;TIEF. NR. 67;;;5817391.155;395891.7709;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;14.09.93;"14.09.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
14.09.1993 Wurzelraum beeinträchtigt: trächtigt.
04.04.2001 Baumscheibe. Größe [m²]: VERGRÖSSERT 2000
27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";1879;141;1;370;118;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;32.5;25;17;;;;Wegedecke versiegelt;;;;FALSCH;FALSCH
38;Alt-Stralau;46;46 Platanus acerifolia (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Ahornblättrige Platane;Nr. 69 ecke markgrafendamm;;;5817458.889;395807.871;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;14.09.93;"14.09.1993 Gasmeßdatum: Die Baumuntersuchung ergab eine terre-
14.09.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
14.09.1993 Wurzelraum beeinträchtigt: trächtigt.
14.09.1993 Gasmeßdatum: strische Schadstufe zwischen 2 und 3. Es
14.09.1993 Gasmeßdatum: wurde der Wert 2 eingetragen.
27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";1888;132;1;325;103;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;6;25;18;;;;Wegedecke versiegelt;;;;FALSCH;FALSCH
39;Alt-Stralau;47;47 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 4;;;5817390.785;395876.4193;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;45;14;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;6;7;3;;;;;;;;FALSCH;FALSCH
40;Alt-Stralau;48;48 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 4;;;5817361.603;395901.5269;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;71;23;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;6;7;3.5;;;;;;;;FALSCH;FALSCH
41;Alt-Stralau;49;49 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 4A;;;5817348.69;395912.7893;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;82;26;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;6;7;4;;;;;;;;FALSCH;FALSCH
42;Alt-Stralau;50;50 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 4A;;;5817328.508;395930.6608;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;64;20;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;6;7;4;;;;;;;;FALSCH;FALSCH
43;Alt-Stralau;51;51 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 4A;;;5817318.01;395940.1172;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;51;16;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;6;7;3;;;;;;;;FALSCH;FALSCH
44;Alt-Stralau;52;52 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 4A;;;5817304.714;395950.6284;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2000;20;1;56;18;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;32;7;1.5;;;;;;;;FALSCH;FALSCH
45;Alt-Stralau;53;53 Platanus acerifolia (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Ahornblättrige Platane;Tief. Nr. 4a;;;5817291.283;395961.3519;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;14.09.93;"14.09.1993 Notiz: Baum ohne Nummer.
14.09.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
14.09.1993 Wurzelraum beeinträchtigt: trächtigt.
04.04.2001 Baumscheibe. Größe [m²]: VERGRÖSSERT 2000
27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";1976;44;1;118;38;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;4.2;12;7;;;;Wegedecke versiegelt;;;;FALSCH;FALSCH
46;Alt-Stralau;54;54 Quercus palustris (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sumpf-Eiche;Tief. 4A;;;5817262.477;395987.5246;aktiv;4 sehr geschädigt / Schädigungsgrad 61- 90%;1210 Straßenbaum;04.04.01;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2001;19;1;43;14;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;18 abgestorben;6;7;3;;;;;;;;FALSCH;FALSCH
47;Alt-Stralau;55;55 Acer platanoides (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Spitz-Ahorn;hnr. 9/dora-benjamin-park;;;5817215.938;396028.0427;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;01.08.12;18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte);2010;10;1;34;11;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;;;;;;;;;;;FALSCH;FALSCH
48;Alt-Stralau;56;56 Platanus acerifolia (aktiv);ALT-STRA;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Ahornblättrige Platane;TIEF. NR. 13/14;;;5817125.564;396126.8567;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;14.09.93;"14.09.1993 Notiz: Baum ohne Nummer.
14.09.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
14.09.1993 Gefahr im Verkehrsraumprofil: Gefahr im Verkehrsraumprofil Gehweg.
14.09.1993 Wurzelraum beeinträchtigt: trächtigt.
04.04.2001 Baumscheibe. Größe [m²]: UMBAU 2000
27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";1941;79;1;235;75;2 Pflegestufe 2 (Standard);03.02.20;01.02.21;BeckerM Martin;;;4;12;12;;;;;;Baumscheibe;;FALSCH;FALSCH
